TIME;u(t);I(t)
9,79E-03;0,2;-0,6
9,79E-03;0;-0,64
9,80E-03;0,2;-0,68
9,80E-03;0;-0,68
9,80E-03;0,4;-0,72
9,81E-03;0;-0,68
9,81E-03;-0,2;-0,68
9,82E-03;-0,2;-0,68
9,82E-03;0;-0,68
9,82E-03;0;-0,64
9,83E-03;0;-0,64
9,83E-03;0,2;-0,68
9,84E-03;0;-0,64
9,84E-03;0,2;-0,68
9,84E-03;-0,2;-0,68
9,85E-03;0,2;-0,68
9,85E-03;0,2;-0,68
9,86E-03;0;-0,64
9,86E-03;0,4;-0,68
9,86E-03;0;-0,68
9,87E-03;0,2;-0,64
9,87E-03;0;-0,64
9,88E-03;0,4;-0,68
9,88E-03;-0,2;-0,68
9,88E-03;-0,2;-0,68
9,89E-03;0;-0,68
9,89E-03;0,2;-0,64
9,90E-03;0,2;-0,68
9,90E-03;0;-0,72
9,90E-03;0,2;-0,72
9,91E-03;0;-0,64
9,91E-03;0;-0,68
9,92E-03;0;-0,8
9,92E-03;-0,4;-0,68
9,92E-03;0;-0,68
9,93E-03;0;-0,68
9,93E-03;-0,2;-0,6
9,94E-03;0;-0,72
9,94E-03;-0,2;-0,68
9,94E-03;-0,2;-0,68
9,95E-03;0;-0,68
9,95E-03;-0,2;-0,76
9,96E-03;-0,4;-0,64
9,96E-03;-0,4;-0,68
9,96E-03;0;-0,68
9,97E-03;-0,2;-0,64
9,97E-03;-0,4;-0,64
9,98E-03;-0,2;-0,68
9,98E-03;-0,6;-0,76
9,98E-03;-0,2;-0,72
9,99E-03;-0,4;-0,64
9,99E-03;-0,2;-0,72
1,00E-02;0;-0,68
1,00E-02;-0,2;-0,64
1,00E-02;0;-0,72
1,00E-02;-0,4;-0,6
1,00E-02;-0,4;-0,64
1,00E-02;-0,4;-0,6
1,00E-02;-0,2;-0,68
1,00E-02;-0,2;-0,68
1,00E-02;-0,2;-0,68
1,00E-02;-0,4;-0,72
1,00E-02;-0,6;-0,68
1,00E-02;-0,2;-0,68
1,00E-02;-0,4;-0,72
1,00E-02;0;-0,72
1,01E-02;-0,4;-0,68
1,01E-02;-0,4;-0,68
1,01E-02;-0,2;-0,72
1,01E-02;-0,6;-0,72
1,01E-02;-0,4;-0,72
1,01E-02;-0,2;-0,68
1,01E-02;-0,6;-0,68
1,01E-02;-0,2;-0,72
1,01E-02;-0,4;-0,72
1,01E-02;-0,4;-0,64
1,01E-02;-0,2;-0,68
1,01E-02;-0,4;-0,68
1,01E-02;-0,4;-0,68
1,01E-02;-0,8;-0,68
1,01E-02;-0,2;-0,68
1,01E-02;-0,4;-0,68
1,01E-02;-0,6;-0,64
1,01E-02;-0,2;-0,68
1,01E-02;-0,6;-0,72
1,01E-02;-0,2;-0,68
1,01E-02;-0,4;-0,68
1,01E-02;-0,2;-0,64
1,01E-02;-0,6;-0,76
1,01E-02;-0,4;-0,68
1,01E-02;-0,2;-0,72
1,02E-02;-0,6;-0,68
1,02E-02;-0,4;-0,68
1,02E-02;-0,2;-0,68
1,02E-02;-0,4;-0,68
1,02E-02;-0,2;-0,72
1,02E-02;-0,4;-0,72
1,02E-02;-0,4;-0,72
1,02E-02;-0,4;-0,68
1,02E-02;-0,6;-0,68
1,02E-02;-0,2;-0,68
1,02E-02;-0,6;-0,72
1,02E-02;-0,6;-0,68
1,02E-02;-0,2;-0,68
1,02E-02;-0,8;-0,68
1,02E-02;-0,6;-0,6
1,02E-02;-0,4;-0,64
1,02E-02;-0,8;-0,72
1,02E-02;-0,6;-0,68
1,02E-02;-0,8;-0,72
1,02E-02;-0,4;-0,76
1,02E-02;-0,6;-0,72
1,02E-02;-0,6;-0,72
1,02E-02;-0,6;-0,68
1,02E-02;-0,2;-0,68
1,02E-02;-0,6;-0,68
1,03E-02;-0,4;-0,68
1,03E-02;-0,6;-0,64
1,03E-02;-1;-0,72
1,03E-02;-0,8;-0,72
1,03E-02;-0,4;-0,64
1,03E-02;-0,6;-0,64
1,03E-02;-0,6;-0,72
1,03E-02;-0,6;-0,64
1,03E-02;-0,8;-0,64
1,03E-02;-1;-0,64
1,03E-02;-0,6;-0,76
1,03E-02;-0,6;-0,68
1,03E-02;-0,6;-0,76
1,03E-02;-0,6;-0,68
1,03E-02;-0,6;-0,76
1,03E-02;-0,6;-0,76
1,03E-02;-1;-0,64
1,03E-02;-0,4;-0,64
1,03E-02;-0,8;-0,72
1,03E-02;-0,4;-0,72
1,03E-02;-1;-0,64
1,03E-02;-1;-0,64
1,03E-02;-1;-0,72
1,03E-02;-1;-0,64
1,03E-02;-0,8;-0,68
1,04E-02;-1;-0,68
1,04E-02;-1;-0,72
1,04E-02;-1;-0,72
1,04E-02;-0,8;-0,68
1,04E-02;-1;-0,72
1,04E-02;-0,8;-0,68
1,04E-02;-0,8;-0,68
1,04E-02;-1;-0,72
1,04E-02;-0,8;-0,76
1,04E-02;-0,6;-0,64
1,04E-02;-1;-0,68
1,04E-02;-0,6;-0,68
1,04E-02;-0,8;-0,72
1,04E-02;-0,8;-0,76
1,04E-02;-1;-0,68
1,04E-02;-1;-0,68
1,04E-02;-1,4;-0,68
1,04E-02;-1;-0,64
1,04E-02;-0,8;-0,8
1,04E-02;-0,8;-0,76
1,04E-02;-0,8;-0,68
1,04E-02;-1;-0,72
1,04E-02;-0,8;-0,68
1,04E-02;-1;-0,72
1,04E-02;-0,8;-0,68
1,05E-02;-1,2;-0,6
1,05E-02;-1,2;-0,72
1,05E-02;-1;-0,68
1,05E-02;-1;-0,72
1,05E-02;-1;-0,72
1,05E-02;-1;-0,8
1,05E-02;-1;-0,72
1,05E-02;-0,8;-0,72
1,05E-02;-1,2;-0,68
1,05E-02;-0,8;-0,72
1,05E-02;-1,2;-0,68
1,05E-02;-1;-0,72
1,05E-02;-1;-0,76
1,05E-02;-0,6;-0,76
1,05E-02;-1,2;-0,68
1,05E-02;-1;-0,72
1,05E-02;-0,8;-0,72
1,05E-02;-1;-0,76
1,05E-02;-1,2;-0,72
1,05E-02;-1;-0,76
1,05E-02;-1,2;-0,68
1,05E-02;-1,2;-0,68
1,05E-02;-0,8;-0,68
1,05E-02;-0,8;-0,68
1,05E-02;-1;-0,76
1,06E-02;-1;-0,68
1,06E-02;-1,2;-0,64
1,06E-02;-0,8;-0,68
1,06E-02;-1,2;-0,68
1,06E-02;-1,2;-0,72
1,06E-02;-1,2;-0,68
1,06E-02;-1,4;-0,68
1,06E-02;-1,2;-0,72
1,06E-02;-0,8;-0,8
1,06E-02;-1,2;-0,68
1,06E-02;-1;-0,64
1,06E-02;-1,2;-0,8
1,06E-02;-1;-0,68
1,06E-02;-1,2;-0,76
1,06E-02;-0,8;-0,68
1,06E-02;-1,4;-0,72
1,06E-02;-0,8;-0,76
1,06E-02;-1,2;-0,6
1,06E-02;-0,8;-0,68
1,06E-02;-1,2;-0,72
1,06E-02;-1,2;-0,68
1,06E-02;-1,2;-0,72
1,06E-02;-1,2;-0,68
1,06E-02;-1,2;-0,68
1,06E-02;-1;-0,72
1,07E-02;-1,2;-0,68
1,07E-02;-1,2;-0,68
1,07E-02;-1,8;-0,76
1,07E-02;-1,2;-0,76
1,07E-02;-1,2;-0,72
1,07E-02;-1,2;-0,72
1,07E-02;-1;-0,68
1,07E-02;-1,2;-0,68
1,07E-02;-1,4;-0,72
1,07E-02;-1,6;-0,76
1,07E-02;-1,4;-0,76
1,07E-02;-1,2;-0,76
1,07E-02;-1,2;-0,68
1,07E-02;-1,2;-0,72
1,07E-02;-1,4;-0,72
1,07E-02;-1,2;-0,68
1,07E-02;-1,6;-0,68
1,07E-02;-1,4;-0,68
1,07E-02;-1,4;-0,68
1,07E-02;-1,4;-0,68
1,07E-02;-1,2;-0,72
1,07E-02;-1,2;-0,84
1,07E-02;-1,4;-0,72
1,07E-02;-1,4;-0,76
1,07E-02;-1,6;-0,68
1,08E-02;-1,6;-0,76
1,08E-02;-1,4;-0,72
1,08E-02;-1;-0,72
1,08E-02;-1,6;-0,76
1,08E-02;-1,6;-0,76
1,08E-02;-1,2;-0,72
1,08E-02;-1,2;-0,6
1,08E-02;-1,4;-0,68
1,08E-02;-1,4;-0,68
1,08E-02;-1,4;-0,64
1,08E-02;-1,4;-0,76
1,08E-02;-1,4;-0,72
1,08E-02;-1,4;-0,72
1,08E-02;-1,4;-0,72
1,08E-02;-1,4;-0,64
1,08E-02;-1,4;-0,72
1,08E-02;-1,6;-0,68
1,08E-02;-1,6;-0,6
1,08E-02;-1,6;-0,72
1,08E-02;-1,4;-0,68
1,08E-02;-1,6;-0,72
1,08E-02;-1,8;-0,72
1,08E-02;-1,2;-0,72
1,08E-02;-1,4;-0,64
1,08E-02;-1,6;-0,68
1,09E-02;-1,6;-0,72
1,09E-02;-1,6;-0,64
1,09E-02;-1,6;-0,64
1,09E-02;-1,8;-0,68
1,09E-02;-1,6;-0,72
1,09E-02;-1,6;-0,76
1,09E-02;-1,8;-0,64
1,09E-02;-1,6;-0,76
1,09E-02;-1,4;-0,68
1,09E-02;-1,4;-0,72
1,09E-02;-1,8;-0,68
1,09E-02;-1,8;-0,72
1,09E-02;-1,6;-0,8
1,09E-02;-1,8;-0,72
1,09E-02;-1,6;-0,76
1,09E-02;-1,8;-0,68
1,09E-02;-2;-0,72
1,09E-02;-2;-0,68
1,09E-02;-1,8;-0,72
1,09E-02;-1,6;-0,68
1,09E-02;-1,8;-0,76
1,09E-02;-1,8;-0,72
1,09E-02;-1,8;-0,72
1,09E-02;-1,6;-0,76
1,09E-02;-1,4;-0,8
1,10E-02;-1,4;-0,72
1,10E-02;-1,8;-0,72
1,10E-02;-1,4;-0,68
1,10E-02;-2;-0,72
1,10E-02;-1,4;-0,64
1,10E-02;-1,8;-0,68
1,10E-02;-1,8;-0,68
1,10E-02;-1,8;-0,68
1,10E-02;-1,8;-0,68
1,10E-02;-2;-0,6
1,10E-02;-2,2;-0,72
1,10E-02;-1,6;-0,72
1,10E-02;-2;-0,76
1,10E-02;-1,8;-0,68
1,10E-02;-1,8;-0,68
1,10E-02;-2,2;-0,76
1,10E-02;-2;-0,68
1,10E-02;-2;-0,72
1,10E-02;-1,6;-0,68
1,10E-02;-1,8;-0,72
1,10E-02;-2;-0,72
1,10E-02;-1,8;-0,72
1,10E-02;-1,8;-0,72
1,10E-02;-2;-0,68
1,10E-02;-1,4;-0,64
1,11E-02;-1,8;-0,68
1,11E-02;-2;-0,72
1,11E-02;-2;-0,72
1,11E-02;-1,8;-0,68
1,11E-02;-2,2;-0,68
1,11E-02;-2;-0,68
1,11E-02;-1,8;-0,64
1,11E-02;-2;-0,64
1,11E-02;-2,4;-0,64
1,11E-02;-1,8;-0,72
1,11E-02;-1,8;-0,72
1,11E-02;-2,2;-0,68
1,11E-02;-2,2;-0,6
1,11E-02;-2,2;-0,76
1,11E-02;-1,8;-0,76
1,11E-02;-2,2;-0,72
1,11E-02;-1,8;-0,8
1,11E-02;-2;-0,68
1,11E-02;-1,6;-0,72
1,11E-02;-2;-0,64
1,11E-02;-2;-0,72
1,11E-02;-2;-0,72
1,11E-02;-1,8;-0,72
1,11E-02;-2;-0,72
1,11E-02;-2,2;-0,72
1,12E-02;-1,8;-0,68
1,12E-02;-2;-0,68
1,12E-02;-2;-0,68
1,12E-02;-2,2;-0,56
1,12E-02;-2;-0,68
1,12E-02;-2;-0,76
1,12E-02;-2;-0,64
1,12E-02;-2;-0,68
1,12E-02;-2,4;-0,64
1,12E-02;-2;-0,72
1,12E-02;-2;-0,68
1,12E-02;-2;-0,72
1,12E-02;-2,4;-0,72
1,12E-02;-2;-0,68
1,12E-02;-2;-0,68
1,12E-02;-2,2;-0,72
1,12E-02;-2;-0,72
1,12E-02;-2,4;-0,68
1,12E-02;-2;-0,68
1,12E-02;-2,4;-0,68
1,12E-02;-2;-0,76
1,12E-02;-2,2;-0,76
1,12E-02;-2,2;-0,76
1,12E-02;-2,2;-0,68
1,12E-02;-2,4;-0,72
1,13E-02;-2,6;-0,68
1,13E-02;-2,2;-0,72
1,13E-02;-2,2;-0,68
1,13E-02;-2;-0,68
1,13E-02;-2,4;-0,68
1,13E-02;-2,4;-0,72
1,13E-02;-2;-0,68
1,13E-02;-2;-0,68
1,13E-02;-2,4;-0,76
1,13E-02;-2,2;-0,68
1,13E-02;-2,4;-0,68
1,13E-02;-2,6;-0,72
1,13E-02;-2,2;-0,76
1,13E-02;-2,2;-0,72
1,13E-02;-2,4;-0,68
1,13E-02;-2,2;-0,76
1,13E-02;-2,2;-0,76
1,13E-02;-2,6;-0,68
1,13E-02;-2,2;-0,76
1,13E-02;-2,2;-0,68
1,13E-02;-2,2;-0,68
1,13E-02;-2,2;-0,68
1,13E-02;-2,2;-0,72
1,13E-02;-2,4;-0,64
1,13E-02;-2,2;-0,64
1,14E-02;-2,4;-0,64
1,14E-02;-2,4;-0,76
1,14E-02;-2,2;-0,64
1,14E-02;-2,4;-0,68
1,14E-02;-2,4;-0,68
1,14E-02;-2,4;-0,64
1,14E-02;-2,2;-0,64
1,14E-02;-2,4;-0,68
1,14E-02;-2,4;-0,64
1,14E-02;-2,4;-0,64
1,14E-02;-2,4;-0,6
1,14E-02;-2,4;-0,72
1,14E-02;-2,6;-0,68
1,14E-02;-2,8;-0,72
1,14E-02;-2,4;-0,68
1,14E-02;-2,6;-0,76
1,14E-02;-2,2;-0,72
1,14E-02;-2,6;-0,72
1,14E-02;-2,4;-0,64
1,14E-02;-2,6;-0,68
1,14E-02;-2,4;-0,6
1,14E-02;-2,4;-0,68
1,14E-02;-2,6;-0,72
1,14E-02;-2,2;-0,68
1,14E-02;-2,2;-0,64
1,15E-02;-2,6;-0,6
1,15E-02;-2,4;-0,72
1,15E-02;-2,6;-0,68
1,15E-02;-2,2;-0,64
1,15E-02;-2,6;-0,72
1,15E-02;-2,4;-0,68
1,15E-02;-2,4;-0,64
1,15E-02;-2,6;-0,68
1,15E-02;-2,6;-0,72
1,15E-02;-2,8;-0,68
1,15E-02;-2,6;-0,76
1,15E-02;-2,4;-0,68
1,15E-02;-2,4;-0,68
1,15E-02;-2,6;-0,68
1,15E-02;-2,8;-0,72
1,15E-02;-2,4;-0,6
1,15E-02;-2,6;-0,6
1,15E-02;-2,4;-0,68
1,15E-02;-2,8;-0,72
1,15E-02;-2,4;-0,72
1,15E-02;-2,4;-0,68
1,15E-02;-2,6;-0,72
1,15E-02;-2,4;-0,72
1,15E-02;-3;-0,6
1,15E-02;-2,8;-0,72
1,16E-02;-2,6;-0,68
1,16E-02;-2,6;-0,64
1,16E-02;-2,6;-0,6
1,16E-02;-2,4;-0,72
1,16E-02;-2,4;-0,64
1,16E-02;-2,4;-0,68
1,16E-02;-2,8;-0,68
1,16E-02;-2,8;-0,64
1,16E-02;-2,8;-0,68
1,16E-02;-2,4;-0,68
1,16E-02;-2,8;-0,72
1,16E-02;-2,4;-0,68
1,16E-02;-2,8;-0,72
1,16E-02;-3;-0,6
1,16E-02;-2,6;-0,6
1,16E-02;-2,6;-0,68
1,16E-02;-2,8;-0,68
1,16E-02;-2,4;-0,64
1,16E-02;-2,6;-0,64
1,16E-02;-2,8;-0,72
1,16E-02;-3;-0,68
1,16E-02;-2,4;-0,64
1,16E-02;-2,4;-0,64
1,16E-02;-2,6;-0,68
1,16E-02;-3;-0,68
1,17E-02;-2,8;-0,56
1,17E-02;-2,8;-0,72
1,17E-02;-2,8;-0,68
1,17E-02;-2,8;-0,68
1,17E-02;-2,6;-0,6
1,17E-02;-2,8;-0,72
1,17E-02;-2,8;-0,68
1,17E-02;-2,8;-0,68
1,17E-02;-2,6;-0,64
1,17E-02;-2,6;-0,64
1,17E-02;-2,8;-0,64
1,17E-02;-2,8;-0,64
1,17E-02;-2,6;-0,72
1,17E-02;-2,6;-0,64
1,17E-02;-2,8;-0,68
1,17E-02;-2,8;-0,64
1,17E-02;-2,8;-0,64
1,17E-02;-2,6;-0,68
1,17E-02;-2,8;-0,68
1,17E-02;-2,6;-0,6
1,17E-02;-2,8;-0,68
1,17E-02;-3;-0,68
1,17E-02;-2,6;-0,68
1,17E-02;-3;-0,68
1,17E-02;-3,2;-0,64
1,18E-02;-3;-0,64
1,18E-02;-3;-0,64
1,18E-02;-2,6;-0,64
1,18E-02;-3;-0,64
1,18E-02;-3;-0,64
1,18E-02;-2,6;-0,72
1,18E-02;-3;-0,72
1,18E-02;-2,8;-0,72
1,18E-02;-2,4;-0,68
1,18E-02;-2,6;-0,68
1,18E-02;-2,8;-0,8
1,18E-02;-2,8;-0,64
1,18E-02;-3,2;-0,68
1,18E-02;-2,8;-0,64
1,18E-02;-3;-0,64
1,18E-02;-3;-0,64
1,18E-02;-3;-0,72
1,18E-02;-3;-0,68
1,18E-02;-3;-0,64
1,18E-02;-2,8;-0,68
1,18E-02;-3,2;-0,64
1,18E-02;-2,8;-0,64
1,18E-02;-3,2;-0,64
1,18E-02;-3,2;-0,68
1,18E-02;-3,2;-0,64
1,19E-02;-3;-0,72
1,19E-02;-2,8;-0,6
1,19E-02;-2,8;-0,68
1,19E-02;-3;-0,68
1,19E-02;-2,8;-0,68
1,19E-02;-3,2;-0,68
1,19E-02;-2,8;-0,76
1,19E-02;-3;-0,68
1,19E-02;-2,8;-0,68
1,19E-02;-2,8;-0,68
1,19E-02;-3,2;-0,72
1,19E-02;-3;-0,68
1,19E-02;-3;-0,64
1,19E-02;-3,2;-0,68
1,19E-02;-2,8;-0,64
1,19E-02;-3;-0,64
1,19E-02;-3;-0,56
1,19E-02;-3,2;-0,68
1,19E-02;-3,2;-0,64
1,19E-02;-3,2;-0,68
1,19E-02;-3;-0,64
1,19E-02;-3,2;-0,72
1,19E-02;-3,4;-0,68
1,19E-02;-3;-0,68
1,19E-02;-3,2;-0,68
1,20E-02;-3,2;-0,68
1,20E-02;-3;-0,68
1,20E-02;-2,4;-0,72
1,20E-02;-3,2;-0,64
1,20E-02;-3;-0,68
1,20E-02;-2,8;-0,72
1,20E-02;-3;-0,64
1,20E-02;-2,8;-0,68
1,20E-02;-3;-0,6
1,20E-02;-3,2;-0,68
1,20E-02;-3,4;-0,68
1,20E-02;-3;-0,64
1,20E-02;-3;-0,64
1,20E-02;-3,2;-0,68
1,20E-02;-3,2;-0,68
1,20E-02;-3,2;-0,6
1,20E-02;-2,8;-0,64
1,20E-02;-3,2;-0,56
1,20E-02;-3,4;-0,64
1,20E-02;-3;-0,76
1,20E-02;-3;-0,64
1,20E-02;-3,2;-0,72
1,20E-02;-3,2;-0,64
1,20E-02;-3,2;-0,68
1,20E-02;-3,2;-0,6
1,21E-02;-3,2;-0,64
1,21E-02;-3;-0,72
1,21E-02;-3,2;-0,68
1,21E-02;-3,2;-0,68
1,21E-02;-3,4;-0,64
1,21E-02;-2,8;-0,72
1,21E-02;-3;-0,6
1,21E-02;-3,2;-0,68
1,21E-02;-3,4;-0,68
1,21E-02;-3;-0,76
1,21E-02;-3,2;-0,68
1,21E-02;-3,2;-0,68
1,21E-02;-3,4;-0,72
1,21E-02;-3,2;-0,56
1,21E-02;-3,2;-0,64
1,21E-02;-2,8;-0,68
1,21E-02;-3,2;-0,64
1,21E-02;-3;-0,68
1,21E-02;-3,4;-0,64
1,21E-02;-3,2;-0,6
1,21E-02;-3,2;-0,6
1,21E-02;-3,2;-0,64
1,21E-02;-3,2;-0,64
1,21E-02;-3;-0,68
1,21E-02;-3,4;-0,68
1,22E-02;-3,6;-0,64
1,22E-02;-3,2;-0,68
1,22E-02;-3,4;-0,64
1,22E-02;-3,2;-0,6
1,22E-02;-3,6;-0,68
1,22E-02;-3;-0,6
1,22E-02;-3,4;-0,64
1,22E-02;-3,4;-0,64
1,22E-02;-3,4;-0,72
1,22E-02;-3,4;-0,68
1,22E-02;-3,4;-0,64
1,22E-02;-3,4;-0,68
1,22E-02;-3,6;-0,72
1,22E-02;-3,2;-0,6
1,22E-02;-3,2;-0,6
1,22E-02;-3,6;-0,68
1,22E-02;-3,2;-0,6
1,22E-02;-3,4;-0,68
1,22E-02;-3;-0,68
1,22E-02;-3,8;-0,64
1,22E-02;-3,2;-0,6
1,22E-02;-3,4;-0,68
1,22E-02;-3,4;-0,64
1,22E-02;-3,4;-0,68
1,22E-02;-3,2;-0,68
1,23E-02;-3,6;-0,64
1,23E-02;-3,4;-0,68
1,23E-02;-3,4;-0,76
1,23E-02;-3,2;-0,64
1,23E-02;-3,4;-0,64
1,23E-02;-3,2;-0,64
1,23E-02;-3,6;-0,72
1,23E-02;-3,6;-0,64
1,23E-02;-3,4;-0,64
1,23E-02;-3,6;-0,72
1,23E-02;-3,2;-0,68
1,23E-02;-3,4;-0,68
1,23E-02;-3,4;-0,64
1,23E-02;-3,4;-0,64
1,23E-02;-3,8;-0,64
1,23E-02;-3,4;-0,6
1,23E-02;-3,8;-0,6
1,23E-02;-3,4;-0,72
1,23E-02;-3,4;-0,64
1,23E-02;-3,8;-0,68
1,23E-02;-3,6;-0,68
1,23E-02;-3,4;-0,68
1,23E-02;-3,6;-0,68
1,23E-02;-3,2;-0,68
1,23E-02;-3,6;-0,64
1,24E-02;-3,2;-0,56
1,24E-02;-3;-0,68
1,24E-02;-3,6;-0,68
1,24E-02;-3,4;-0,6
1,24E-02;-3,2;-0,68
1,24E-02;-3,4;-0,64
1,24E-02;-3,6;-0,64
1,24E-02;-3,6;-0,72
1,24E-02;-3,8;-0,6
1,24E-02;-3,4;-0,64
1,24E-02;-3,4;-0,64
1,24E-02;-3,8;-0,64
1,24E-02;-3,2;-0,64
1,24E-02;-3,8;-0,68
1,24E-02;-3,2;-0,68
1,24E-02;-3,8;-0,68
1,24E-02;-3,4;-0,72
1,24E-02;-3,4;-0,64
1,24E-02;-3,8;-0,64
1,24E-02;-3,4;-0,64
1,24E-02;-3,6;-0,68
1,24E-02;-3,4;-0,68
1,24E-02;-3,8;-0,64
1,24E-02;-3,8;-0,72
1,24E-02;-3,8;-0,64
1,25E-02;-3,6;-0,64
1,25E-02;-3,8;-0,6
1,25E-02;-3,8;-0,64
1,25E-02;-3,6;-0,72
1,25E-02;-3,8;-0,76
1,25E-02;-3,6;-0,64
1,25E-02;-3,6;-0,64
1,25E-02;-3,8;-0,6
1,25E-02;-3,6;-0,64
1,25E-02;-3,6;-0,72
1,25E-02;-3,8;-0,68
1,25E-02;-3,8;-0,68
1,25E-02;-3,6;-0,72
1,25E-02;-3,6;-0,68
1,25E-02;-3,4;-0,76
1,25E-02;-3,6;-0,64
1,25E-02;-3,4;-0,68
1,25E-02;-3,8;-0,72
1,25E-02;-3,8;-0,68
1,25E-02;-3,4;-0,64
1,25E-02;-3,4;-0,64
1,25E-02;-3,8;-0,64
1,25E-02;-3,8;-0,64
1,25E-02;-3,4;-0,68
1,25E-02;-3,8;-0,56
1,26E-02;-3,8;-0,6
1,26E-02;-3,8;-0,72
1,26E-02;-3,6;-0,6
1,26E-02;-4;-0,64
1,26E-02;-3,6;-0,72
1,26E-02;-3,8;-0,64
1,26E-02;-3,6;-0,68
1,26E-02;-3,8;-0,6
1,26E-02;-3,6;-0,68
1,26E-02;-3,6;-0,68
1,26E-02;-3,8;-0,72
1,26E-02;-3,6;-0,6
1,26E-02;-3,8;-0,68
1,26E-02;-3,8;-0,68
1,26E-02;-3,8;-0,68
1,26E-02;-3,8;-0,68
1,26E-02;-3,8;-0,64
1,26E-02;-3,4;-0,72
1,26E-02;-4;-0,64
1,26E-02;-3,6;-0,64
1,26E-02;-3,8;-0,64
1,26E-02;-4;-0,64
1,26E-02;-3,6;-0,6
1,26E-02;-3,8;-0,64
1,26E-02;-3,6;-0,68
1,27E-02;-3,8;-0,68
1,27E-02;-4;-0,68
1,27E-02;-3,6;-0,56
1,27E-02;-3,6;-0,68
1,27E-02;-4;-0,72
1,27E-02;-3,8;-0,6
1,27E-02;-3,8;-0,72
1,27E-02;-4;-0,72
1,27E-02;-4;-0,72
1,27E-02;-3,8;-0,68
1,27E-02;-4;-0,72
1,27E-02;-4;-0,68
1,27E-02;-3,8;-0,72
1,27E-02;-4;-0,72
1,27E-02;-4;-0,72
1,27E-02;-4;-0,64
1,27E-02;-3,8;-0,76
1,27E-02;-4;-0,68
1,27E-02;-4,2;-0,68
1,27E-02;-3,8;-0,64
1,27E-02;-4;-0,6
1,27E-02;-3,6;-0,56
1,27E-02;-4;-0,6
1,27E-02;-4;-0,68
1,27E-02;-4;-0,6
1,28E-02;-3,8;-0,68
1,28E-02;-3,8;-0,72
1,28E-02;-3,8;-0,72
1,28E-02;-3,8;-0,64
1,28E-02;-3,8;-0,76
1,28E-02;-3,8;-0,64
1,28E-02;-3,8;-0,68
1,28E-02;-3,8;-0,64
1,28E-02;-3,8;-0,68
1,28E-02;-3,8;-0,68
1,28E-02;-4;-0,72
1,28E-02;-3,6;-0,64
1,28E-02;-4;-0,6
1,28E-02;-4;-0,64
1,28E-02;-3,8;-0,6
1,28E-02;-4;-0,68
1,28E-02;-3,8;-0,68
1,28E-02;-4;-0,64
1,28E-02;-4;-0,68
1,28E-02;-3,8;-0,72
1,28E-02;-4;-0,68
1,28E-02;-4,2;-0,68
1,28E-02;-3,8;-0,68
1,28E-02;-4;-0,72
1,28E-02;-4;-0,68
1,29E-02;-4;-0,72
1,29E-02;-4;-0,76
1,29E-02;-3,8;-0,68
1,29E-02;-3,6;-0,68
1,29E-02;-4;-0,68
1,29E-02;-4,2;-0,68
1,29E-02;-4;-0,72
1,29E-02;-4;-0,64
1,29E-02;-3,8;-0,72
1,29E-02;-4;-0,68
1,29E-02;-4;-0,76
1,29E-02;-3,8;-0,64
1,29E-02;-4;-0,64
1,29E-02;-3,8;-0,64
1,29E-02;-3,8;-0,72
1,29E-02;-4;-0,76
1,29E-02;-4,2;-0,68
1,29E-02;-4,2;-0,68
1,29E-02;-4,2;-0,64
1,29E-02;-4;-0,68
1,29E-02;-4;-0,72
1,29E-02;-4;-0,72
1,29E-02;-4,2;-0,76
1,29E-02;-4;-0,68
1,29E-02;-4,2;-0,6
1,30E-02;-4;-0,72
1,30E-02;-4;-0,64
1,30E-02;-4;-0,68
1,30E-02;-4,6;-0,68
1,30E-02;-4;-0,76
1,30E-02;-4,2;-0,76
1,30E-02;-3,8;-0,64
1,30E-02;-4;-0,68
1,30E-02;-4,2;-0,72
1,30E-02;-3,6;-0,76
1,30E-02;-4;-0,68
1,30E-02;-4,2;-0,76
1,30E-02;-4,2;-0,68
1,30E-02;-4;-0,68
1,30E-02;-4;-0,68
1,30E-02;-4;-0,64
1,30E-02;-3,8;-0,72
1,30E-02;-4;-0,68
1,30E-02;-4,2;-0,72
1,30E-02;-4;-0,76
1,30E-02;-4,2;-0,68
1,30E-02;-4;-0,72
1,30E-02;-4,2;-0,72
1,30E-02;-4,4;-0,72
1,30E-02;-3,8;-0,68
1,31E-02;-4,2;-0,68
1,31E-02;-4;-0,68
1,31E-02;-4,4;-0,76
1,31E-02;-4,2;-0,76
1,31E-02;-4,4;-0,68
1,31E-02;-4,2;-0,84
1,31E-02;-4,2;-0,8
1,31E-02;-4,2;-0,68
1,31E-02;-3,8;-0,76
1,31E-02;-4,2;-0,76
1,31E-02;-4;-0,76
1,31E-02;-4,4;-0,68
1,31E-02;-4,2;-0,68
1,31E-02;-4,2;-0,68
1,31E-02;-4,4;-0,72
1,31E-02;-4,2;-0,76
1,31E-02;-4,4;-0,68
1,31E-02;-4,2;-0,84
1,31E-02;-4,4;-0,72
1,31E-02;-4;-0,72
1,31E-02;-4,2;-0,64
1,31E-02;-4,2;-0,68
1,31E-02;-5;-0,76
1,31E-02;-4,4;-0,72
1,31E-02;-4,2;-0,8
1,32E-02;-4,2;-0,76
1,32E-02;-4,2;-0,72
1,32E-02;-3,8;-0,68
1,32E-02;-4,4;-0,72
1,32E-02;-4;-0,68
1,32E-02;-4;-0,76
