TIME;u(t);I(t)
-1,02E-02;-0,2;-0,6
-1,02E-02;0,4;-0,72
-1,02E-02;-0,2;-0,64
-1,02E-02;0;-0,72
-1,02E-02;0,4;-0,6
-1,02E-02;0,4;-0,68
-1,02E-02;0,2;-0,64
-1,02E-02;0,2;-0,6
-1,02E-02;-0,2;-0,72
-1,02E-02;0;-0,76
-1,02E-02;0;-0,64
-1,02E-02;0,2;-0,64
-1,02E-02;-0,2;-0,64
-1,02E-02;-0,2;-0,72
-1,02E-02;0,2;-0,68
-1,01E-02;-0,2;-0,68
-1,01E-02;0,2;-0,56
-1,01E-02;0;-0,64
-1,01E-02;0;-0,72
-1,01E-02;-0,4;-0,68
-1,01E-02;0;-0,64
-1,01E-02;-0,2;-0,72
-1,01E-02;-0,2;-0,72
-1,01E-02;-0,2;-0,72
-1,01E-02;-0,2;-0,68
-1,01E-02;-0,2;-0,64
-1,01E-02;0,2;-0,72
-1,01E-02;0;-0,68
-1,01E-02;0,2;-0,68
-1,01E-02;-0,2;-0,68
-1,01E-02;0,2;-0,64
-1,01E-02;-0,2;-0,68
-1,01E-02;-0,4;-0,68
-1,01E-02;-0,2;-0,68
-1,01E-02;0,2;-0,64
-1,01E-02;0;-0,68
-1,01E-02;0;-0,64
-1,01E-02;-0,2;-0,64
-1,01E-02;-0,6;-0,64
-1,01E-02;0;-0,68
-1,00E-02;0;-0,68
-1,00E-02;-0,4;-0,68
-1,00E-02;0;-0,76
-1,00E-02;0;-0,68
-1,00E-02;0;-0,68
-1,00E-02;0;-0,68
-1,00E-02;0;-0,64
-1,00E-02;-0,2;-0,72
-1,00E-02;-0,4;-0,68
-1,00E-02;0,2;-0,64
-1,00E-02;0;-0,64
-1,00E-02;-0,2;-0,68
-1,00E-02;0;-0,68
-1,00E-02;-0,2;-0,64
-9,99E-03;-0,2;-0,68
-9,99E-03;-0,4;-0,76
-9,98E-03;0;-0,72
-9,98E-03;-0,2;-0,64
-9,98E-03;0;-0,68
-9,97E-03;-0,2;-0,68
-9,97E-03;-0,2;-0,6
-9,96E-03;-0,2;-0,68
-9,96E-03;-0,2;-0,6
-9,96E-03;-0,2;-0,72
-9,95E-03;-0,4;-0,72
-9,95E-03;-0,2;-0,68
-9,94E-03;-0,6;-0,68
-9,94E-03;-0,6;-0,8
-9,94E-03;-0,2;-0,64
-9,93E-03;-0,4;-0,68
-9,93E-03;-0,4;-0,72
-9,92E-03;-0,2;-0,64
-9,92E-03;-0,2;-0,64
-9,92E-03;-0,4;-0,64
-9,91E-03;-0,4;-0,68
-9,91E-03;-0,6;-0,72
-9,90E-03;-0,2;-0,68
-9,90E-03;-0,4;-0,64
-9,90E-03;-0,2;-0,64
-9,89E-03;-0,2;-0,64
-9,89E-03;-0,2;-0,68
-9,88E-03;-0,6;-0,68
-9,88E-03;-0,4;-0,64
-9,88E-03;-0,8;-0,68
-9,87E-03;-0,4;-0,72
-9,87E-03;-0,2;-0,64
-9,86E-03;-0,2;-0,68
-9,86E-03;-0,6;-0,6
-9,86E-03;-0,6;-0,6
-9,85E-03;-0,6;-0,68
-9,85E-03;-0,2;-0,6
-9,84E-03;-0,8;-0,68
-9,84E-03;-1;-0,76
-9,84E-03;-0,4;-0,68
-9,83E-03;-0,4;-0,64
-9,83E-03;-0,8;-0,6
-9,82E-03;-0,8;-0,68
-9,82E-03;-0,6;-0,76
-9,82E-03;-0,6;-0,68
-9,81E-03;-0,8;-0,76
-9,81E-03;-0,4;-0,68
-9,80E-03;-0,6;-0,68
-9,80E-03;-0,2;-0,72
-9,80E-03;-0,4;-0,68
-9,79E-03;-0,6;-0,72
-9,79E-03;-0,4;-0,72
-9,78E-03;-0,4;-0,68
-9,78E-03;-0,6;-0,68
-9,78E-03;-0,8;-0,72
-9,77E-03;-0,8;-0,72
-9,77E-03;-0,8;-0,64
-9,76E-03;-0,8;-0,72
-9,76E-03;-0,8;-0,72
-9,76E-03;-0,6;-0,68
-9,75E-03;-0,4;-0,76
-9,75E-03;-0,8;-0,68
-9,74E-03;-0,8;-0,68
-9,74E-03;-1,2;-0,68
-9,74E-03;-1;-0,72
-9,73E-03;-0,6;-0,76
-9,73E-03;-0,8;-0,68
-9,72E-03;-0,6;-0,72
-9,72E-03;-1;-0,72
-9,72E-03;-0,8;-0,76
-9,71E-03;-0,8;-0,68
-9,71E-03;-0,8;-0,68
-9,70E-03;-0,8;-0,72
-9,70E-03;-0,6;-0,6
-9,70E-03;-0,8;-0,72
-9,69E-03;-0,8;-0,68
-9,69E-03;-0,6;-0,72
-9,68E-03;-1;-0,64
-9,68E-03;-0,6;-0,72
-9,68E-03;-0,8;-0,68
-9,67E-03;-0,8;-0,8
-9,67E-03;-0,6;-0,68
-9,66E-03;-0,8;-0,68
-9,66E-03;-0,8;-0,68
-9,66E-03;-0,6;-0,72
-9,65E-03;-0,8;-0,64
-9,65E-03;-0,6;-0,68
-9,64E-03;-0,6;-0,72
-9,64E-03;-0,6;-0,72
-9,64E-03;-0,8;-0,72
-9,63E-03;-0,8;-0,64
-9,63E-03;-0,8;-0,64
-9,62E-03;-0,8;-0,72
-9,62E-03;-0,8;-0,64
-9,62E-03;-1;-0,68
-9,61E-03;-1,2;-0,72
-9,61E-03;-0,8;-0,68
-9,60E-03;-0,8;-0,64
-9,60E-03;-0,6;-0,68
-9,60E-03;-0,8;-0,64
-9,59E-03;-1;-0,72
-9,59E-03;-0,8;-0,68
-9,58E-03;-1,2;-0,68
-9,58E-03;-0,8;-0,68
-9,58E-03;-0,8;-0,72
-9,57E-03;-1,2;-0,72
-9,57E-03;-1,2;-0,64
-9,56E-03;-0,8;-0,68
-9,56E-03;-1;-0,72
-9,56E-03;-0,8;-0,68
-9,55E-03;-0,8;-0,72
-9,55E-03;-0,6;-0,76
-9,54E-03;-1;-0,6
-9,54E-03;-1;-0,68
-9,54E-03;-1,4;-0,68
-9,53E-03;-1,2;-0,72
-9,53E-03;-1;-0,64
-9,52E-03;-1;-0,64
-9,52E-03;-0,8;-0,64
-9,52E-03;-1;-0,64
-9,51E-03;-1;-0,72
-9,51E-03;-1,2;-0,72
-9,50E-03;-1;-0,64
-9,50E-03;-1,2;-0,64
-9,50E-03;-1,2;-0,72
-9,49E-03;-1,2;-0,68
-9,49E-03;-1;-0,68
-9,48E-03;-1,2;-0,68
-9,48E-03;-1,2;-0,68
-9,48E-03;-1;-0,76
-9,47E-03;-1,2;-0,68
-9,47E-03;-0,8;-0,76
-9,46E-03;-1;-0,72
-9,46E-03;-0,8;-0,68
-9,46E-03;-1,2;-0,76
-9,45E-03;-1,2;-0,72
-9,45E-03;-1,4;-0,68
-9,44E-03;-1,2;-0,68
-9,44E-03;-1;-0,68
-9,44E-03;-1,2;-0,76
-9,43E-03;-1,4;-0,72
-9,43E-03;-1;-0,68
-9,42E-03;-1;-0,72
-9,42E-03;-1,2;-0,76
-9,42E-03;-1,2;-0,72
-9,41E-03;-0,8;-0,76
-9,41E-03;-1,4;-0,64
-9,40E-03;-1;-0,68
-9,40E-03;-1,2;-0,6
-9,40E-03;-1;-0,68
-9,39E-03;-1,2;-0,72
-9,39E-03;-1,2;-0,64
-9,38E-03;-1,2;-0,72
-9,38E-03;-1;-0,72
-9,38E-03;-1,4;-0,68
-9,37E-03;-1,2;-0,68
-9,37E-03;-1,2;-0,68
-9,36E-03;-1,4;-0,68
-9,36E-03;-1,2;-0,68
-9,36E-03;-1,4;-0,76
-9,35E-03;-1,4;-0,68
-9,35E-03;-1;-0,72
-9,34E-03;-1,4;-0,64
-9,34E-03;-1,4;-0,68
-9,34E-03;-1,2;-0,72
-9,33E-03;-1,4;-0,68
-9,33E-03;-1,4;-0,72
-9,32E-03;-1,4;-0,68
-9,32E-03;-1,4;-0,68
-9,32E-03;-1,2;-0,76
-9,31E-03;-1,2;-0,72
-9,31E-03;-1,4;-0,68
-9,30E-03;-1,4;-0,68
-9,30E-03;-1,4;-0,72
-9,30E-03;-1,2;-0,68
-9,29E-03;-1,6;-0,72
-9,29E-03;-1,4;-0,68
-9,28E-03;-1,4;-0,76
-9,28E-03;-1,4;-0,68
-9,28E-03;-1,4;-0,64
-9,27E-03;-1;-0,72
-9,27E-03;-1,4;-0,72
-9,26E-03;-1,2;-0,68
-9,26E-03;-1,4;-0,72
-9,26E-03;-1,4;-0,68
-9,25E-03;-1,4;-0,68
-9,25E-03;-1,4;-0,72
-9,24E-03;-1,2;-0,72
-9,24E-03;-1,4;-0,76
-9,24E-03;-1,4;-0,72
-9,23E-03;-1,2;-0,68
-9,23E-03;-1,8;-0,68
-9,22E-03;-1,8;-0,68
-9,22E-03;-1,6;-0,72
-9,22E-03;-1,4;-0,72
-9,21E-03;-1,8;-0,76
-9,21E-03;-1,8;-0,68
-9,20E-03;-1,4;-0,72
-9,20E-03;-1,4;-0,6
-9,20E-03;-2;-0,76
-9,19E-03;-1,4;-0,68
-9,19E-03;-1,6;-0,76
-9,18E-03;-1,4;-0,8
-9,18E-03;-1,8;-0,64
-9,18E-03;-1,4;-0,64
-9,17E-03;-1,4;-0,64
-9,17E-03;-1,4;-0,68
-9,16E-03;-1,2;-0,68
-9,16E-03;-1,8;-0,72
-9,16E-03;-1,6;-0,72
-9,15E-03;-1,4;-0,68
-9,15E-03;-1,4;-0,68
-9,14E-03;-1,4;-0,72
-9,14E-03;-1,6;-0,64
-9,14E-03;-1,6;-0,76
-9,13E-03;-1,4;-0,68
-9,13E-03;-1,4;-0,64
-9,12E-03;-1,6;-0,64
-9,12E-03;-1,4;-0,76
-9,12E-03;-1,8;-0,68
-9,11E-03;-1,8;-0,68
-9,11E-03;-1,6;-0,72
-9,10E-03;-1,8;-0,6
-9,10E-03;-1,8;-0,64
-9,10E-03;-1,8;-0,72
-9,09E-03;-1,8;-0,72
-9,09E-03;-2;-0,68
-9,08E-03;-1,6;-0,68
-9,08E-03;-1,8;-0,68
-9,08E-03;-1,6;-0,72
-9,07E-03;-1,4;-0,72
-9,07E-03;-1,4;-0,68
-9,06E-03;-1,8;-0,76
-9,06E-03;-1,4;-0,64
-9,06E-03;-2;-0,76
-9,05E-03;-1,8;-0,8
-9,05E-03;-2;-0,68
-9,04E-03;-1,4;-0,6
-9,04E-03;-2;-0,76
-9,04E-03;-2;-0,68
-9,03E-03;-1,6;-0,76
-9,03E-03;-2;-0,72
-9,02E-03;-1,6;-0,76
-9,02E-03;-1,8;-0,72
-9,02E-03;-1,8;-0,68
-9,01E-03;-1,8;-0,72
-9,01E-03;-2;-0,72
-9,00E-03;-1,8;-0,68
-9,00E-03;-1,8;-0,72
-9,00E-03;-2;-0,68
-8,99E-03;-1,8;-0,72
-8,99E-03;-1,6;-0,72
-8,98E-03;-2;-0,72
-8,98E-03;-1,4;-0,76
-8,98E-03;-1,6;-0,72
-8,97E-03;-1,8;-0,68
-8,97E-03;-2;-0,68
-8,96E-03;-1,8;-0,72
-8,96E-03;-1,8;-0,72
-8,96E-03;-2,2;-0,72
-8,95E-03;-2;-0,6
-8,95E-03;-2;-0,72
-8,94E-03;-2,2;-0,72
-8,94E-03;-2,4;-0,64
-8,94E-03;-1,8;-0,72
-8,93E-03;-1,8;-0,8
-8,93E-03;-1,8;-0,68
-8,92E-03;-2;-0,72
-8,92E-03;-2;-0,72
-8,92E-03;-2,2;-0,64
-8,91E-03;-2;-0,68
-8,91E-03;-1,6;-0,72
-8,90E-03;-2;-0,72
-8,90E-03;-2;-0,64
-8,90E-03;-2;-0,68
-8,89E-03;-2;-0,72
-8,89E-03;-1,8;-0,76
-8,88E-03;-2;-0,64
-8,88E-03;-2;-0,8
-8,88E-03;-1,8;-0,8
-8,87E-03;-2,2;-0,72
-8,87E-03;-2;-0,64
-8,86E-03;-2,2;-0,68
-8,86E-03;-2;-0,68
-8,86E-03;-1,8;-0,72
-8,85E-03;-2,2;-0,68
-8,85E-03;-2;-0,68
-8,84E-03;-2,2;-0,68
-8,84E-03;-2;-0,72
-8,84E-03;-2;-0,76
-8,83E-03;-2;-0,68
-8,83E-03;-2;-0,68
-8,82E-03;-2,2;-0,68
-8,82E-03;-2,4;-0,68
-8,82E-03;-1,8;-0,76
-8,81E-03;-2;-0,72
-8,81E-03;-2,2;-0,72
-8,80E-03;-2,4;-0,68
-8,80E-03;-2,2;-0,72
-8,80E-03;-2,2;-0,68
-8,79E-03;-2;-0,68
-8,79E-03;-2;-0,68
-8,78E-03;-2,2;-0,76
-8,78E-03;-2;-0,68
-8,78E-03;-2;-0,68
-8,77E-03;-2,2;-0,72
-8,77E-03;-2,2;-0,68
-8,76E-03;-2,2;-0,72
-8,76E-03;-2,2;-0,68
-8,76E-03;-2;-0,72
-8,75E-03;-2,4;-0,68
-8,75E-03;-2,2;-0,72
-8,74E-03;-2,4;-0,72
-8,74E-03;-2,4;-0,68
-8,74E-03;-2;-0,64
-8,73E-03;-2,2;-0,68
-8,73E-03;-2;-0,64
-8,72E-03;-2;-0,68
-8,72E-03;-2;-0,72
-8,72E-03;-2,4;-0,72
-8,71E-03;-2,2;-0,64
-8,71E-03;-2,2;-0,64
-8,70E-03;-2,2;-0,68
-8,70E-03;-2,4;-0,68
-8,70E-03;-2;-0,64
-8,69E-03;-2,4;-0,72
-8,69E-03;-2,2;-0,76
-8,68E-03;-2,4;-0,76
-8,68E-03;-2,2;-0,68
-8,68E-03;-2,2;-0,68
-8,67E-03;-2,6;-0,64
-8,67E-03;-2,6;-0,72
-8,66E-03;-2,2;-0,68
-8,66E-03;-2,2;-0,64
-8,66E-03;-2,4;-0,64
-8,65E-03;-2,6;-0,6
-8,65E-03;-1,8;-0,68
-8,64E-03;-2;-0,6
-8,64E-03;-2,6;-0,68
-8,64E-03;-2,6;-0,64
-8,63E-03;-2,4;-0,72
-8,63E-03;-2,2;-0,6
-8,62E-03;-2;-0,72
-8,62E-03;-2;-0,68
-8,62E-03;-2;-0,68
-8,61E-03;-2,4;-0,68
-8,61E-03;-2,4;-0,6
-8,60E-03;-2,4;-0,6
-8,60E-03;-2,4;-0,68
-8,60E-03;-2,4;-0,68
-8,59E-03;-2,4;-0,68
-8,59E-03;-2,4;-0,68
-8,58E-03;-2,4;-0,68
-8,58E-03;-2,4;-0,68
-8,58E-03;-2,6;-0,68
-8,57E-03;-2,4;-0,68
-8,57E-03;-2,4;-0,56
-8,56E-03;-2,8;-0,76
-8,56E-03;-2,6;-0,56
-8,56E-03;-2,4;-0,64
-8,55E-03;-2,6;-0,68
-8,55E-03;-3;-0,64
-8,54E-03;-2,4;-0,68
-8,54E-03;-2,6;-0,64
-8,54E-03;-2,6;-0,72
-8,53E-03;-2,4;-0,64
-8,53E-03;-2,4;-0,64
-8,52E-03;-2,4;-0,64
-8,52E-03;-2,4;-0,68
-8,52E-03;-2,8;-0,72
-8,51E-03;-2,2;-0,64
-8,51E-03;-2,6;-0,64
-8,50E-03;-2,4;-0,68
-8,50E-03;-2,6;-0,72
-8,50E-03;-2,6;-0,68
-8,49E-03;-2,4;-0,68
-8,49E-03;-2,2;-0,72
-8,48E-03;-2,8;-0,68
-8,48E-03;-2,4;-0,72
-8,48E-03;-2,6;-0,6
-8,47E-03;-2,6;-0,72
-8,47E-03;-2,8;-0,72
-8,46E-03;-2,4;-0,68
-8,46E-03;-2,6;-0,68
-8,46E-03;-2,4;-0,68
-8,45E-03;-2,4;-0,6
-8,45E-03;-2,6;-0,68
-8,44E-03;-2,6;-0,68
-8,44E-03;-2,6;-0,68
-8,44E-03;-2,8;-0,68
-8,43E-03;-2,6;-0,64
-8,43E-03;-2,8;-0,72
-8,42E-03;-3,2;-0,68
-8,42E-03;-2,8;-0,64
-8,42E-03;-2,4;-0,64
-8,41E-03;-2,6;-0,56
-8,41E-03;-3;-0,64
-8,40E-03;-2,6;-0,68
-8,40E-03;-2,8;-0,72
-8,40E-03;-2,8;-0,6
-8,39E-03;-3,2;-0,68
-8,39E-03;-2,6;-0,64
-8,38E-03;-2,8;-0,68
-8,38E-03;-2,6;-0,64
-8,38E-03;-2,6;-0,68
-8,37E-03;-2,8;-0,6
-8,37E-03;-2,8;-0,64
-8,36E-03;-2,8;-0,6
-8,36E-03;-2,6;-0,64
-8,36E-03;-2,8;-0,64
-8,35E-03;-2,4;-0,64
-8,35E-03;-3;-0,68
-8,34E-03;-2,6;-0,64
-8,34E-03;-2,4;-0,72
-8,34E-03;-2,8;-0,68
-8,33E-03;-2,8;-0,68
-8,33E-03;-2,6;-0,6
-8,32E-03;-2,8;-0,68
-8,32E-03;-2,8;-0,64
-8,32E-03;-2,4;-0,68
-8,31E-03;-3;-0,68
-8,31E-03;-3;-0,6
-8,30E-03;-2,6;-0,64
-8,30E-03;-2,8;-0,72
-8,30E-03;-2,6;-0,72
-8,29E-03;-2,8;-0,68
-8,29E-03;-2,8;-0,64
-8,28E-03;-3;-0,72
-8,28E-03;-2,6;-0,64
-8,28E-03;-3,2;-0,64
-8,27E-03;-3;-0,68
-8,27E-03;-3;-0,6
-8,26E-03;-2,6;-0,72
-8,26E-03;-3;-0,72
-8,26E-03;-3;-0,72
-8,25E-03;-2,8;-0,68
-8,25E-03;-3;-0,64
-8,24E-03;-3;-0,64
-8,24E-03;-3;-0,6
-8,24E-03;-2,6;-0,64
-8,23E-03;-3;-0,64
-8,23E-03;-3;-0,64
-8,22E-03;-2,8;-0,68
-8,22E-03;-2,6;-0,68
-8,22E-03;-2,6;-0,6
-8,21E-03;-2,6;-0,64
-8,21E-03;-3;-0,72
-8,20E-03;-3;-0,68
-8,20E-03;-2,8;-0,64
-8,20E-03;-3,2;-0,6
-8,19E-03;-2,8;-0,68
-8,19E-03;-3,2;-0,68
-8,18E-03;-2,8;-0,72
-8,18E-03;-2,8;-0,64
-8,18E-03;-3,2;-0,64
-8,17E-03;-3;-0,64
-8,17E-03;-3;-0,68
-8,16E-03;-3,2;-0,6
-8,16E-03;-2,6;-0,68
-8,16E-03;-3,2;-0,6
-8,15E-03;-3;-0,64
-8,15E-03;-3;-0,64
-8,14E-03;-3;-0,68
-8,14E-03;-2,8;-0,68
-8,14E-03;-2,8;-0,64
-8,13E-03;-3;-0,64
-8,13E-03;-3,2;-0,68
-8,12E-03;-3;-0,68
-8,12E-03;-3;-0,6
-8,12E-03;-3,2;-0,68
-8,11E-03;-3;-0,64
-8,11E-03;-3;-0,68
-8,10E-03;-3,2;-0,68
-8,10E-03;-3,4;-0,68
-8,10E-03;-2,8;-0,72
-8,09E-03;-3,4;-0,68
-8,09E-03;-3;-0,68
-8,08E-03;-3;-0,72
-8,08E-03;-3;-0,64
-8,08E-03;-3;-0,6
-8,07E-03;-3,4;-0,6
-8,07E-03;-3;-0,64
-8,06E-03;-2,8;-0,64
-8,06E-03;-3,2;-0,64
-8,06E-03;-3;-0,72
-8,05E-03;-3;-0,64
-8,05E-03;-3,4;-0,6
-8,04E-03;-3;-0,68
-8,04E-03;-3;-0,72
-8,04E-03;-3,6;-0,68
-8,03E-03;-3,4;-0,64
-8,03E-03;-3;-0,64
-8,02E-03;-3;-0,72
-8,02E-03;-3,2;-0,64
-8,02E-03;-2,8;-0,64
-8,01E-03;-3,2;-0,6
-8,01E-03;-3,2;-0,68
-8,00E-03;-3,2;-0,68
-8,00E-03;-3;-0,68
-8,00E-03;-3,4;-0,68
-7,99E-03;-3,2;-0,68
-7,99E-03;-3,6;-0,64
-7,98E-03;-3,2;-0,64
-7,98E-03;-3,2;-0,68
-7,98E-03;-3,4;-0,6
-7,97E-03;-3,4;-0,6
-7,97E-03;-3,2;-0,6
-7,96E-03;-3,2;-0,64
-7,96E-03;-3,2;-0,64
-7,96E-03;-3;-0,64
-7,95E-03;-3,2;-0,64
-7,95E-03;-3,2;-0,68
-7,94E-03;-3,2;-0,52
-7,94E-03;-3,2;-0,6
-7,94E-03;-3,2;-0,6
-7,93E-03;-3,4;-0,6
-7,93E-03;-3,4;-0,64
-7,92E-03;-3,2;-0,68
-7,92E-03;-3,2;-0,68
-7,92E-03;-2,8;-0,6
-7,91E-03;-3,6;-0,68
-7,91E-03;-3,4;-0,64
-7,90E-03;-3,2;-0,64
-7,90E-03;-3,4;-0,68
-7,90E-03;-3,2;-0,64
-7,89E-03;-3,2;-0,68
-7,89E-03;-3,2;-0,64
-7,88E-03;-2,8;-0,64
-7,88E-03;-3,2;-0,68
-7,88E-03;-3,4;-0,68
-7,87E-03;-3,6;-0,6
-7,87E-03;-3;-0,68
-7,86E-03;-3,2;-0,64
-7,86E-03;-3,6;-0,68
-7,86E-03;-3,2;-0,6
-7,85E-03;-3,4;-0,6
-7,85E-03;-3,4;-0,64
-7,84E-03;-3,4;-0,64
-7,84E-03;-3,2;-0,6
-7,84E-03;-3,2;-0,68
-7,83E-03;-3,2;-0,68
-7,83E-03;-3,4;-0,64
-7,82E-03;-3;-0,64
-7,82E-03;-3,4;-0,64
-7,82E-03;-3,4;-0,64
-7,81E-03;-3,2;-0,64
-7,81E-03;-3,2;-0,6
-7,80E-03;-3,4;-0,64
-7,80E-03;-3,6;-0,64
-7,80E-03;-3,6;-0,68
-7,79E-03;-3,4;-0,64
-7,79E-03;-3,4;-0,64
-7,78E-03;-3,2;-0,76
-7,78E-03;-3,4;-0,64
-7,78E-03;-3,4;-0,68
-7,77E-03;-3,2;-0,76
-7,77E-03;-3;-0,64
-7,76E-03;-3,4;-0,64
-7,76E-03;-3,4;-0,68
-7,76E-03;-3,4;-0,6
-7,75E-03;-3,4;-0,68
-7,75E-03;-3,4;-0,64
-7,74E-03;-3,4;-0,6
-7,74E-03;-3,6;-0,68
-7,74E-03;-3,6;-0,64
-7,73E-03;-3,6;-0,6
-7,73E-03;-3,4;-0,76
-7,72E-03;-3,6;-0,64
-7,72E-03;-3,4;-0,64
-7,72E-03;-3,4;-0,6
-7,71E-03;-3,2;-0,64
-7,71E-03;-3,4;-0,64
-7,70E-03;-3,6;-0,64
-7,70E-03;-3,6;-0,64
-7,70E-03;-3,6;-0,52
-7,69E-03;-3,8;-0,6
-7,69E-03;-3,2;-0,72
-7,68E-03;-3,4;-0,64
-7,68E-03;-3,6;-0,68
-7,68E-03;-3,2;-0,6
-7,67E-03;-3,8;-0,68
-7,67E-03;-3,6;-0,64
-7,66E-03;-3,4;-0,6
-7,66E-03;-3,2;-0,6
-7,66E-03;-3,6;-0,72
-7,65E-03;-3,6;-0,68
-7,65E-03;-3,4;-0,6
-7,64E-03;-3,6;-0,68
-7,64E-03;-3,8;-0,6
-7,64E-03;-3,4;-0,64
-7,63E-03;-3,4;-0,64
-7,63E-03;-3,6;-0,68
-7,62E-03;-3,6;-0,68
-7,62E-03;-3,4;-0,68
-7,62E-03;-3,4;-0,56
-7,61E-03;-3,8;-0,68
-7,61E-03;-3,6;-0,68
-7,60E-03;-3,8;-0,6
-7,60E-03;-3,4;-0,68
-7,60E-03;-3,6;-0,6
-7,59E-03;-3,8;-0,72
-7,59E-03;-3,6;-0,68
-7,58E-03;-3,8;-0,68
-7,58E-03;-3,4;-0,64
-7,58E-03;-3,4;-0,6
-7,57E-03;-3,4;-0,64
-7,57E-03;-3,6;-0,64
-7,56E-03;-3,8;-0,68
-7,56E-03;-3,6;-0,64
-7,56E-03;-3,6;-0,68
-7,55E-03;-3,4;-0,64
-7,55E-03;-3,8;-0,6
-7,54E-03;-3,4;-0,6
-7,54E-03;-3,4;-0,64
-7,54E-03;-3,6;-0,64
-7,53E-03;-3,8;-0,64
-7,53E-03;-3,4;-0,64
-7,52E-03;-3,6;-0,64
-7,52E-03;-3,6;-0,68
-7,52E-03;-3,8;-0,6
-7,51E-03;-3,8;-0,76
-7,51E-03;-3,8;-0,64
-7,50E-03;-3,6;-0,68
-7,50E-03;-3,8;-0,68
-7,50E-03;-3,4;-0,68
-7,49E-03;-3,8;-0,52
-7,49E-03;-3,4;-0,64
-7,48E-03;-3,8;-0,64
-7,48E-03;-3,8;-0,68
-7,48E-03;-4;-0,64
-7,47E-03;-4,2;-0,72
-7,47E-03;-3,8;-0,56
-7,46E-03;-3,6;-0,68
-7,46E-03;-4;-0,68
-7,46E-03;-3,4;-0,68
-7,45E-03;-4,2;-0,6
-7,45E-03;-3,8;-0,64
-7,44E-03;-3,4;-0,64
-7,44E-03;-4;-0,6
-7,44E-03;-3,8;-0,52
-7,43E-03;-3,8;-0,68
-7,43E-03;-3,6;-0,68
-7,42E-03;-3,8;-0,68
-7,42E-03;-4;-0,68
-7,42E-03;-3,8;-0,64
-7,41E-03;-3,4;-0,64
-7,41E-03;-3,8;-0,64
-7,40E-03;-3,8;-0,64
-7,40E-03;-3,6;-0,76
-7,40E-03;-3,8;-0,68
-7,39E-03;-3,4;-0,68
-7,39E-03;-3,8;-0,68
-7,38E-03;-4;-0,64
-7,38E-03;-4;-0,64
-7,38E-03;-3,6;-0,72
-7,37E-03;-4;-0,68
-7,37E-03;-3,8;-0,68
-7,36E-03;-3,4;-0,68
-7,36E-03;-4;-0,64
-7,36E-03;-4;-0,68
-7,35E-03;-4;-0,72
-7,35E-03;-3,8;-0,64
-7,34E-03;-3,8;-0,64
-7,34E-03;-3,8;-0,68
-7,34E-03;-3,8;-0,68
-7,33E-03;-3,6;-0,72
-7,33E-03;-4;-0,72
-7,32E-03;-4;-0,68
-7,32E-03;-3,8;-0,72
-7,32E-03;-3,8;-0,72
-7,31E-03;-4;-0,68
-7,31E-03;-3,8;-0,68
-7,30E-03;-3,4;-0,68
-7,30E-03;-4;-0,72
-7,30E-03;-3,8;-0,68
-7,29E-03;-3,8;-0,68
-7,29E-03;-4;-0,64
-7,28E-03;-3,8;-0,68
-7,28E-03;-3,8;-0,64
-7,28E-03;-4;-0,6
-7,27E-03;-3,8;-0,64
-7,27E-03;-4;-0,72
-7,26E-03;-3,6;-0,64
-7,26E-03;-3,8;-0,6
-7,26E-03;-3,8;-0,68
-7,25E-03;-4;-0,68
-7,25E-03;-3,8;-0,76
-7,24E-03;-4;-0,6
-7,24E-03;-4;-0,64
-7,24E-03;-4;-0,76
-7,23E-03;-3,8;-0,68
-7,23E-03;-3,8;-0,72
-7,22E-03;-4;-0,64
-7,22E-03;-4;-0,72
-7,22E-03;-4;-0,76
-7,21E-03;-4;-0,6
-7,21E-03;-4;-0,68
-7,20E-03;-3,8;-0,68
-7,20E-03;-4;-0,68
-7,20E-03;-3,8;-0,68
-7,19E-03;-3,8;-0,72
-7,19E-03;-4;-0,64
-7,18E-03;-4,2;-0,72
-7,18E-03;-4;-0,68
-7,18E-03;-3,6;-0,72
-7,17E-03;-4;-0,64
-7,17E-03;-3,8;-0,68
-7,16E-03;-4;-0,72
-7,16E-03;-4;-0,72
-7,16E-03;-4;-0,68
-7,15E-03;-3,8;-0,64
-7,15E-03;-3,8;-0,68
-7,14E-03;-3,8;-0,64
-7,14E-03;-3,8;-0,68
-7,14E-03;-4,2;-0,68
-7,13E-03;-3,8;-0,8
-7,13E-03;-4;-0,68
-7,12E-03;-4;-0,68
-7,12E-03;-4,4;-0,64
-7,12E-03;-4,2;-0,76
-7,11E-03;-4;-0,68
-7,11E-03;-4;-0,72
-7,10E-03;-3,8;-0,68
-7,10E-03;-4;-0,8
-7,10E-03;-4;-0,72
-7,09E-03;-4;-0,72
-7,09E-03;-4;-0,68
-7,08E-03;-3,8;-0,72
-7,08E-03;-4;-0,72
-7,08E-03;-4,2;-0,68
-7,07E-03;-4;-0,72
-7,07E-03;-4,2;-0,68
-7,06E-03;-4,2;-0,72
-7,06E-03;-4;-0,68
-7,06E-03;-4,4;-0,68
-7,05E-03;-3,8;-0,72
-7,05E-03;-4;-0,72
-7,04E-03;-3,8;-0,76
-7,04E-03;-4,2;-0,72
-7,04E-03;-3,8;-0,68
-7,03E-03;-4;-0,68
-7,03E-03;-4,2;-0,64
-7,02E-03;-4;-0,68
-7,02E-03;-3,8;-0,76
